Datetime,open,high,low,close,volume
2021-01-05 09:30:00-05:00,118.4800033569336,118.91999816894531,118.06500244140625,118.51000213623047,0
2021-01-05 09:31:00-05:00,118.51499938964844,118.51499938964844,118.23500061035156,118.23500061035156,4312
2021-01-05 09:32:00-05:00,118.36499786376953,118.62000274658203,118.36499786376953,118.37000274658203,2451
2021-01-05 09:33:00-05:00,118.56999969482422,118.76000213623047,118.38999938964844,118.76000213623047,1970
2021-01-05 09:34:00-05:00,118.7699966430664,118.80000305175781,118.7300033569336,118.80000305175781,1251
2021-01-05 09:35:00-05:00,118.6449966430664,118.68000030517578,118.5999984741211,118.625,1440
2021-01-05 09:36:00-05:00,118.58000183105469,118.72000122070312,118.56999969482422,118.72000122070312,1668
2021-01-05 09:37:00-05:00,118.8499984741211,119.19000244140625,118.8499984741211,119.19000244140625,1172
2021-01-05 09:38:00-05:00,119.30000305175781,119.36000061035156,119.19000244140625,119.19000244140625,1809
2021-01-05 09:39:00-05:00,119.16999816894531,119.45999908447266,119.16999816894531,119.45999908447266,925
2021-01-05 09:40:00-05:00,119.5199966430664,119.69000244140625,119.5199966430664,119.56999969482422,1697
2021-01-05 09:41:00-05:00,119.56999969482422,119.56999969482422,119.40499877929688,119.44999694824219,1701
2021-01-05 09:42:00-05:00,119.4000015258789,119.5199966430664,119.37999725341797,119.37999725341797,8143
2021-01-05 09:43:00-05:00,119.35089874267578,119.47000122070312,119.33499908447266,119.33499908447266,3999
2021-01-05 09:44:00-05:00,119.26000213623047,119.4800033569336,119.26000213623047,119.375,6821
2021-01-05 09:45:00-05:00,119.3499984741211,119.4800033569336,119.29000091552734,119.4800033569336,2883
2021-01-05 09:46:00-05:00,119.44000244140625,119.44999694824219,119.31999969482422,119.4000015258789,20284
2021-01-05 09:47:00-05:00,119.4000015258789,119.4000015258789,119.21499633789062,119.36000061035156,19717
2021-01-05 09:48:00-05:00,119.30999755859375,119.47000122070312,119.30999755859375,119.41000366210938,8260
2021-01-05 09:49:00-05:00,119.45999908447266,119.45999908447266,119.44999694824219,119.44999694824219,1266
2021-01-05 09:50:00-05:00,119.45999908447266,119.5199966430664,119.41500091552734,119.5,10474
2021-01-05 09:51:00-05:00,119.5,119.62999725341797,119.49120330810547,119.52999877929688,4662
2021-01-05 09:52:00-05:00,119.58999633789062,119.76000213623047,119.56500244140625,119.67500305175781,2130
2021-01-05 09:53:00-05:00,119.66999816894531,119.69000244140625,119.66999816894531,119.69000244140625,529
2021-01-05 09:54:00-05:00,119.76000213623047,119.9000015258789,119.76000213623047,119.9000015258789,1709
2021-01-05 09:55:00-05:00,119.9000015258789,119.9000015258789,119.81999969482422,119.83000183105469,1524
2021-01-05 09:56:00-05:00,119.7699966430664,119.85929870605469,119.7300033569336,119.83000183105469,3687
2021-01-05 09:57:00-05:00,119.83000183105469,119.88999938964844,119.77999877929688,119.83000183105469,7481
2021-01-05 09:58:00-05:00,119.7699966430664,119.83000183105469,119.7699966430664,119.77999877929688,3113
2021-01-05 09:59:00-05:00,119.79000091552734,119.87999725341797,119.78500366210938,119.83999633789062,3815
2021-01-05 10:00:00-05:00,119.9000015258789,120.29000091552734,119.87000274658203,120.2699966430664,16796
2021-01-05 10:01:00-05:00,120.25,120.31999969482422,120.11000061035156,120.12999725341797,14673
2021-01-05 10:02:00-05:00,120.22000122070312,120.22000122070312,120.1449966430664,120.18000030517578,2637
2021-01-05 10:03:00-05:00,120.15010070800781,120.19000244140625,120.13999938964844,120.13999938964844,2669
2021-01-05 10:04:00-05:00,120.16000366210938,120.21499633789062,120.12999725341797,120.21499633789062,8529
