Date,Open,High,Low,Close,Volume
2019-02-28,42.43386228222361,42.57748218984845,42.09306493715333,42.149051666259766,112861600
2019-03-01,42.42412669117149,42.635905342369455,42.08576594627744,42.59209060668945,103544800
2019-03-04,42.76735602454533,43.26881113168755,42.34866455920144,42.806304931640625,109744800
2019-03-05,42.82821017537262,42.84281508621612,42.487412826745405,42.7284049987793,78949600
2019-03-06,42.519060037772256,42.718670394532815,42.34136076204129,42.482547760009766,83241600
2019-03-07,42.32432066393287,42.46307475289897,41.873986460582984,41.99082946777344,99185600
2019-03-08,41.46016705540992,42.129586116585386,41.260556679724274,42.09063720703125,95997600
2019-03-11,42.71867126520436,43.60230183441532,42.684591900474075,43.54874801635742,128044000
2019-03-12,43.816514815388985,44.46645933942595,43.66315582493609,44.03803253173828,129870400
2019-03-13,44.364216909711985,44.61981396400029,44.040461136196356,44.23276901245117,124130000
2019-03-14,44.765869121079035,44.81455710683079,44.43968041702447,44.7244873046875,94318000
2019-03-15,44.99712723876823,45.60082039332071,44.726925253104625,45.3062744140625,156171600
2019-03-18,45.22839091550696,45.85886112495694,45.225954286953545,45.768795013427734,104879200
2019-03-19,45.84912145596436,46.00491337949425,45.257596500717796,45.40608596801758,126585600
2019-03-20,45.333044186357704,46.12661219443118,44.96790662613876,45.8028564453125,124140800
2019-03-21,46.25563251996476,47.79164410669057,46.20451162129644,47.48979568481445,204136800
2019-03-22,47.55064708753407,48.12269742528739,46.44062948390084,46.50635528564453,169630800
2019-03-25,46.6183307456137,46.73274081812195,45.42311655362048,45.94404602050781,175381200
2019-03-26,46.65485453238082,46.951833445005576,44.93140441652261,45.4693717956543,199202000
2019-03-27,45.946485143184226,46.192343143730106,45.41095069498576,45.878326416015625,119393600
2019-03-28,45.99517283029697,46.14366229286834,45.64950962704624,45.939186096191406,83121600
2019-03-29,46.20939185821144,46.270248139374175,45.89537136736307,46.23860168457031,94256000
2019-04-01,46.64999231618143,46.65972768717254,45.856427720173066,46.5526237487793,111448000
2019-04-02,46.51609084393726,47.33643576935528,46.50635547648447,47.22932815551758,91062800
2019-04-03,47.04189878029673,47.83303032511414,47.01755478547658,47.55309295654297,93087200
2019-04-04,47.4167680208507,47.80138007936435,47.01511813881341,47.6358528137207,76457200
2019-04-05,47.82085408605215,47.97908260960423,47.69427201008485,47.95473861694336,74106400
2019-04-08,47.81355576670697,48.74100476597919,47.79408131376821,48.7093620300293,103526800
2019-04-09,48.762911425168184,49.378776550317475,48.49757527801404,48.56330108642578,143072800
2019-04-10,48.3636960366354,48.865154851837076,48.241983489273984,48.835941314697266,86781200
2019-04-11,48.89193036659889,48.92844264401724,48.30527501359695,48.429420471191406,83603200
2019-04-12,48.49027716704509,48.71909734585931,47.76243852541463,48.40994644165039,111042800
2019-04-15,48.33934524642017,48.64849608953048,48.20059118969577,48.4975700378418,70146400
2019-04-16,48.55356611999557,49.01850518099777,48.334481328266584,48.502445220947266,102785600
2019-04-17,48.57304245045238,49.50779765026983,48.34665889207189,49.44694137573242,115627200
2019-04-18,49.44449410333944,49.69522160330816,49.29844130451466,49.624629974365234,96783200
2019-04-22,49.37391306172108,49.88754016695797,49.25463342655449,49.78773498535156,77758000
2019-04-23,49.763385462973154,50.571558481288605,49.63437047254127,50.50583267211914,93292000
2019-04-24,50.476628460065726,50.74926338117374,50.40116727399992,50.42794418334961,70162400
2019-04-25,50.34760837370921,50.57399190905771,49.931349863899186,49.970298767089844,74172800
2019-04-26,49.87779949908909,49.90214349385933,49.201078045444085,49.731746673583984,74596400
2019-04-29,49.756091921217696,50.13827113390581,49.62464399370322,49.807212829589844,88818800
2019-04-30,49.429899849837895,49.51266349178267,48.46837145475143,48.848114013671875,186139600
2019-05-01,51.09005770453745,52.41185412480996,50.93182917166725,51.245849609375,259309200
2019-05-02,51.08031358625663,51.76433740904807,50.6640588146231,50.912349700927734,127985200
2019-05-03,51.33591946207126,51.56717256542049,51.17525800377177,51.545265197753906,83569600
2019-05-06,49.72930826299349,50.836893126641264,49.537004082941124,50.74925994873047,129772400
2019-05-07,50.11635895718133,50.4912319632482,48.887061503935136,49.3812141418457,155054800
2019-05-08,49.147527955292034,49.98491092342609,49.11101567474007,49.390953063964844,105358000
2019-05-09,48.782388897200164,49.09397273024088,47.87198139399808,48.860286712646484,139634400
2019-05-10,48.242047546706694,48.59148788411706,47.10576333676498,48.18339920043945,164834800
2019-05-13,45.86928980172145,46.30180877306076,44.68168781749388,45.38300704956055,229722400
2019-05-14,45.551617143623965,46.35556817431362,45.30725462954885,46.10143280029297,146118800
2019-05-15,45.51741731430097,46.85652316435576,45.45632667132267,46.65370178222656,106178800
2019-05-16,46.40688411465365,47.032451529453084,46.14541444512956,46.44842529296875,132125600
2019-05-17,45.67868469370943,46.64880420956835,45.63714351218684,46.18451690673828,131516400
2019-05-20,44.84541138120282,45.04823272325957,44.05367546230767,44.740333557128906,154449200
2019-05-21,45.26082010941871,45.94014752451914,45.13375057223661,45.59804153442383,113459200
2019-05-22,45.12398017764064,45.38056154856208,44.6083751531193,44.66457748413086,118994400
2019-05-23,43.936382692938786,44.11720857488929,43.45009992639435,43.90217208862305,146118800
2019-05-24,44.034123497655834,44.508187363013015,43.6480302849286,43.733558654785156,94858800
2019-05-28,43.72133746492741,44.12942238700149,43.474532685567866,43.55272674560547,111792800
2019-05-29,43.110430659790566,43.82641470472275,43.007798859952224,43.34502029418945,113924800
2019-05-30,43.48429967966251,43.79708333497629,43.17151602434873,43.569828033447266,84873600
2019-05-31,43.06400578464239,43.49408620548676,42.76099864669419,42.780548095703125,108174400
2019-06-03,42.91005696284674,43.47697603016303,41.60760437609791,42.3480224609375,161584400
2019-06-04,42.87095238776724,43.94370348328094,42.64613936252312,43.897274017333984,123872000
2019-06-05,45.03112628337173,45.20462531856809,44.263828095930805,44.605934143066406,119093600
2019-06-06,44.737890468825846,45.321916740648376,44.510631387026514,45.260826110839844,90105200
2019-06-07,45.57604725489525,46.89804923771347,45.39522139631747,46.46552658081055,122737600
2019-06-10,46.87117741927481,47.74110745058123,46.824747940860746,47.0593376159668,104883600
2019-06-11,47.616482177753774,47.89505530948844,47.3085867359448,47.60426330566406,107731600
2019-06-12,47.39410663142053,47.88771993067976,47.257264226558775,47.452754974365234,73012800
2019-06-13,47.57738185157404,48.088098622990564,47.308585317043516,47.4429817199707,86698400
2019-06-14,46.80763865552815,47.306136525931244,46.50218552377539,47.09843063354492,75046000
2019-06-17,47.137531499788054,47.64092145386684,46.959147893306195,47.379451751708984,58676400
2019-06-18,47.90726777201049,48.94336236189574,47.702004171600294,48.493736267089844,106204000
2019-06-19,48.79430436754688,48.843179852648454,48.215166410118094,48.35200881958008,84496800
2019-06-20,48.96291422726544,49.02156257114044,48.39110685701899,48.74054718017578,86056000
2019-06-21,48.579274891629225,49.08021885667581,48.42043699951972,48.57438659667969,191202400
2019-06-24,48.51573610584414,48.91160594843217,48.42532316098195,48.5255126953125,72881600
2019-06-25,48.488851228708974,48.69167256011589,47.72155309393722,47.78997802734375,84281200
2019-06-26,48.32757567901929,49.11442327632064,48.22494387006817,48.823631286621094,104270000
2019-06-27,48.94336398376263,49.25615141733584,48.76742641234927,48.80896759033203,83598800
2019-06-28,48.549937629943734,48.7503166611222,48.15162930751023,48.36422348022461,124442400
2019-07-01,49.64713641268998,49.969696752709986,49.03134177271861,49.25127029418945,109012000
2019-07-02,49.21705144439204,49.63735523777154,49.20483257379975,49.539608001708984,67740800
2019-07-03,49.67399969453979,49.9574610380232,49.52982674056423,49.950130462646484,45448000
2019-07-05,49.69111815815077,50.11386425861796,49.58115204513862,49.90615463256836,69062000
2019-07-08,49.07043656347524,49.214609553979344,48.48396801269603,48.87739181518555,101354400
2019-07-09,48.67700882285375,49.24148559626281,48.58170759784541,49.17551040649414,82312000
2019-07-10,49.32458638715382,49.783985484568475,49.25371915359191,49.66180419921875,71588400
2019-07-11,49.68134148651676,49.94525344568752,49.29036370634512,49.30013656616211,80767200
2019-07-12,49.47119203633976,49.84995469273054,49.41010140558886,49.67890167236328,70380800
2019-07-15,49.87194134940223,50.3069062977877,49.84994961945231,50.1456298828125,67789600
2019-07-16,49.99412918401868,50.365561274139885,49.7277749208483,49.972137451171875,67467200
2019-07-17,49.862165511049916,50.11630085330905,49.67156307218667,49.69111251831055,56430000
2019-07-18,49.849949703720114,50.309352394165956,49.77664020842066,50.255592346191406,74162400
2019-07-19,50.2873609229495,50.46085995129299,49.449199276234935,49.505401611328125,83717200
2019-07-22,49.76442292130336,50.63924114138248,49.75465006166783,50.63679885864258,89111600
2019-07-23,50.93981003518733,51.04977241800225,50.65390261972219,51.03266525268555,73420800
2019-07-24,50.74676449217999,51.10841998068131,50.62458323118991,50.991127014160156,59966400
2019-07-25,51.04488548069591,51.13041385220102,50.51706155474247,50.587928771972656,55638400
2019-07-26,50.70032978904379,51.250145406811356,50.61724743501888,50.76386642456055,70475600
2019-07-29,50.939811460268594,51.47251995260539,50.93492316594479,51.23793029785156,86693600
2019-07-30,51.013113262453025,51.355222993654884,50.658788389406205,51.018001556396484,135742800
2019-07-31,52.88493312769027,54.09452678726374,51.633798289517,52.05898666381836,277125600
2019-08-01,52.269139268392884,53.27835762537581,50.5195065349093,50.93247604370117,216071600
2019-08-02,50.2238215223273,50.44374626857689,49.27080931701157,49.854835510253906,163448400
2019-08-05,48.38134037981386,48.54261682156269,47.05933815055693,47.245052337646484,209572000
2019-08-06,47.970801206690915,48.40088158791771,47.416097294272696,48.13941192626953,143299200
2019-08-07,47.750879367140406,48.76498230051965,47.36234386792363,48.63791275024414,133457600
2019-08-08,48.921372990874836,49.735100583884936,48.72343995745972,49.710662841796875,108038000
2019-08-09,49.37706880068577,49.735191490367356,48.884031597592454,49.301029205322266,98478800
2019-08-12,48.96497585207557,49.56103477776954,48.8496888117735,49.175926208496094,89927600
2019-08-13,49.3083872720631,52.03602140820886,49.17592806453497,51.25844955444336,188874000
2019-08-14,49.83331250179555,50.63786655391134,49.69349485755417,49.73274230957031,146189600
2019-08-15,49.90690136944113,50.31898839394177,48.977246516402815,49.48500061035156,108909600
2019-08-16,50.108037836313564,50.81447701048181,50.00010921327752,50.652584075927734,110481600
2019-08-19,51.66317638970865,52.18074042086502,51.51845563393822,51.59695053100586,97654400
2019-08-20,51.726951896718965,52.33282078599155,51.58958957641858,51.59939956665039,107537200
2019-08-21,52.244529491400485,52.40641870080922,51.903575163814224,52.15867614746094,86141600
2019-08-22,52.29358238634952,52.600196098223286,51.69507182191702,52.11452102661133,89014800
2019-08-23,51.3712889024186,52.013953824629574,49.30348770708908,49.70576477050781,187272000
2019-08-26,50.495596724455964,50.82183414748426,50.29936320963946,50.65013122558594,104174400
2019-08-27,50.986173730394476,51.15542507384022,49.924063536211754,50.07859802246094,103493200
2019-08-28,50.06388948049005,50.46125966216792,49.872562819471575,50.41465377807617,63755200
2019-08-29,51.14316391667522,51.34430429555001,50.69182945952979,51.26826095581055,83962000
2019-08-30,51.55035053536164,51.62148326895771,50.824287626016584,51.2020378112793,84573600
2019-09-03,50.635413595599864,50.77032437888096,50.09332264302022,50.45635223388672,80092000
2019-09-04,51.11618256179181,51.3835488075929,50.853723183144254,51.312416076660156,76752400
2019-09-05,52.001678838832476,52.48490228596036,51.88148493182879,52.315650939941406,95654800
2019-09-06,52.504531009353954,52.595287467315714,52.12678083299928,52.31074905395508,77449200
2019-09-09,52.69830673691887,53.09077375358833,51.773562551367725,52.53396224975586,109237600
2019-09-10,52.45791947367118,53.17416855425024,51.93054546091154,53.154544830322266,127111600
2019-09-11,53.49060109662168,54.87404195232971,53.407199326202246,54.8446044921875,177158400
2019-09-12,55.14141502746863,55.53878523159066,54.66554991037051,54.72196578979492,128906800
2019-09-13,53.964008091517854,54.15778629190474,53.23304212081964,53.65739440917969,159053200
2019-09-16,53.407202678562506,53.99590326140039,53.36550366215685,53.939483642578125,84632400
2019-09-17,53.95419876316784,54.16514912892098,53.74815152154551,54.135711669921875,73274800
2019-09-18,54.22402534149693,54.6630983070868,53.826655137671644,54.64347457885742,101360000
2019-09-19,54.457042094995465,54.88630125460194,54.054765089420826,54.19948959350586,88242400
2019-09-20,54.302510233810146,54.59195175038411,53.34342174707747,53.407196044921875,221652400
2019-09-23,53.706451727580166,53.924760519194486,53.3875727501055,53.6500358581543,76662000
2019-09-24,54.21665796659843,54.57478439772471,53.27474162404671,53.39493179321289,124763200
2019-09-25,53.60833525290676,54.331942771498134,53.26247413201588,54.21665573120117,87613600
2019-09-26,53.96401294842427,54.19458705714971,53.677022965067,53.93703079223633,75334000
2019-09-27,54.096465172361825,54.199490666408515,53.29681801234611,53.67456817626953,101408000
2019-09-30,54.18476405116496,55.087436605038135,54.1577818995938,54.937808990478516,103909600
2019-10-01,55.207639514288985,55.9803045600532,54.99423382873526,55.08989715576172,139223200
2019-10-02,54.71460261689159,54.84215496799978,53.45625875578728,53.70891189575195,138449200
2019-10-03,53.57890072170215,54.19949027220552,52.76944357629655,54.1651496887207,114426000
2019-10-04,55.34745476338995,55.801244558653636,54.918195562459566,55.683502197265625,138478800
2019-10-07,55.50198443018937,56.399746464661916,55.396507375172206,55.695762634277344,122306000
2019-10-08,55.39160947561175,55.94105886126137,55.02612457738764,55.04329299926758,111820000
2019-10-09,55.68840789794922,55.874827685309675,55.34745360378172,55.68840789794922,74770400
2019-10-10,55.909162217382416,56.524844872859695,55.75463147015032,56.43899154663086,113013600
2019-10-11,57.14052324960876,58.290938347503946,56.98353719902698,57.9401741027832,166795600
2019-10-14,57.61884086294938,58.41113330161514,57.562424994202814,57.856773376464844,96427600
2019-10-15,57.984329802914786,58.29339506465545,57.61394180126061,57.72187042236328,87360000
2019-10-16,57.243547248181585,57.702243865362604,57.20184823622746,57.48883819580078,73903200
2019-10-17,57.66544551468955,57.92545330920641,57.280340689653066,57.71205139160156,67585200
2019-10-18,57.54280737995104,58.27622872290686,57.46921934086078,57.98923873901367,97433600
2019-10-21,58.26150512268466,59.11266498399811,58.21244768324824,58.99492263793945,87247200
2019-10-22,59.15436808364562,59.409469032054204,58.776617913903934,58.86001968383789,82293600
2019-10-23,59.38494561224419,59.664577169640005,59.169088359923485,59.64985656738281,75828800
2019-10-24,59.976093199279,60.047229675944926,59.313808334678036,59.74797439575195,69275200
2019-10-25,59.644950131465976,60.520636903572495,59.576268962784795,60.48384475708008,73477200
2019-10-28,60.68988479992636,61.13876767573387,60.51818188802144,61.0897102355957,96572800
2019-10-29,61.07008866104587,61.26141530431058,59.500228064298796,59.67683410644531,142839600
2019-10-30,60.037408144702844,60.169867346127596,59.16662831622387,59.669471740722656,124522000
2019-10-31,60.645738013081115,61.11914776709372,58.19773154892796,61.018577575683594,139162000
2019-11-01,61.20989756653014,62.777306473374516,61.11668955743899,62.750328063964844,151125200
2019-11-04,63.12072323546564,63.248279333168426,62.64241032613966,63.16242599487305,103272000
2019-11-05,63.05203543493154,63.33167070987081,62.87297783303232,63.07166290283203,79897600
2019-11-06,62.983357205778695,63.15996699669054,62.6399513583629,63.0986442565918,75864400
2019-11-07,63.65711811124138,64.05322607371761,63.50211966975761,63.82687759399414,94940400
2019-11-08,63.64483650767742,64.0753845104502,63.19214693716996,64.00157928466797,69986400
2019-11-11,63.5488643605042,64.57480175974625,63.54394651622016,64.50837707519531,81821200
2019-11-12,64.34846105971195,64.6535401298492,64.19347011036429,64.44933319091797,87388800
2019-11-13,64.24512590052323,65.14312426544117,64.23036485953405,65.06685638427734,102734400
2019-11-14,64.88971732461573,65.16772944753947,64.48377367521208,64.61663055419922,89182800
2019-11-15,64.87249046989265,65.38914941149291,64.70765634837647,65.38423156738281,100206400
2019-11-18,65.3940652811585,65.79509105471223,65.00780805580705,65.71390533447266,86703200
2019-11-19,65.91073365693418,65.93533789658726,65.29321003815286,65.51463317871094,76167200
2019-11-20,65.33011132910084,65.46296070586686,64.06552701634247,64.75194549560547,106234400
2019-11-21,64.87496362105081,64.95369418847828,64.2574324642919,64.46163940429688,121395200
2019-11-22,64.60433377751893,64.74948904189371,64.17378582943495,64.4050521850586,65325200
2019-11-25,64.63385583602049,65.55154073647593,64.58711002959598,65.53431701660156,84020400
2019-11-26,65.67456181565176,65.72868814979591,64.58219944158688,65.02259063720703,105207600
2019-11-27,65.33994891869303,65.9304206430215,65.27352422837801,65.8959732055664,65235600
2019-11-29,65.5908924413425,65.93532922671598,65.41867029457636,65.75080871582031,46617600
2019-12-02,65.75572677761357,65.99683628225293,64.81590801187318,64.99058532714844,94487200
2019-12-03,63.55133136821141,63.85148506949794,63.05435876791982,63.83180618286133,114430400
2019-12-04,64.230376110142,64.78147509202648,64.13442181874576,64.39521026611328,67181600
2019-12-05,64.8995745197731,65.41623359779834,64.63878605805614,65.33995819091797,74424400
2019-12-06,65.80740999272842,66.6734237159163,65.76311935564524,66.6020736694336,106075600
2019-12-09,66.42739298925791,66.62421189114733,65.17511451869885,65.66963195800781,128042400
2019-12-10,66.08295073194623,66.44461125330224,65.40883065658761,66.05342864990234,90420400
2019-12-11,66.1346249450305,66.6980297946076,66.0583570515084,66.61683654785156,78756800
2019-12-12,65.88120409235684,67.05721453591362,65.76803361259402,66.78658294677734,137310400
2019-12-13,66.78659344635226,67.73133772664013,66.65619922947252,67.6944351196289,133587600
2019-12-16,68.14957583333951,69.0820215905278,68.14465798928512,68.85321044921875,128186000
2019-12-17,68.78187854483468,69.32313429259213,68.59243265118356,68.98854064941406,114158400
2019-12-18,68.83846862500894,69.35512770498057,68.6711717825529,68.8237075805664,116028400
2019-12-19,68.76465421692853,69.17797842242788,68.62934215822717,68.89258575439453,98369200
2019-12-20,69.43631940171223,69.53964671049471,68.53339549335054,68.7499008178711,275978000
2019-12-23,69.01805749572206,69.93327960833697,68.97869221571978,69.87177276611328,98572000
2019-12-24,70.04154435006711,70.09075283560996,69.60607853483974,69.9382095336914,48478800
2019-12-26,70.0735195820185,71.34302175308092,70.0439974979733,71.32579803466797,93121200
2019-12-27,71.62348687377657,72.32466638108993,70.88540476253294,71.2987289428711,146266000
2019-12-30,71.21508512489602,72.00975628545746,70.17193140975952,71.7219009399414,144114400
2019-12-31,71.3307114434296,72.25331405326718,71.22983932377493,72.24593353271484,100805600
2020-01-02,72.88315634294803,73.95583973723554,72.62483056994019,73.89433288574219,135480400
2020-01-03,73.10703883830195,73.95091100022023,72.94712253336843,73.1759262084961,146322800
2020-01-06,72.28037581768064,73.79836033234656,72.02450527649762,73.75899505615234,118387200
2020-01-07,73.76885221742026,74.0296406519379,73.18823117699542,73.41211700439453,108872000
2020-01-08,73.10950317225847,74.90058234607027,73.10950317225847,74.59304809570312,132079200
2020-01-09,75.58945066814924,76.374278619719,75.33358759598246,76.17745971679688,170108400
2020-01-10,76.41610260526235,76.9253810629982,75.83793678426944,76.34967041015625,140644800
2020-01-13,76.67199003006488,78.00791714061417,76.55143148673835,77.98085021972656,121532000
2020-01-14,77.91688381010036,78.13092645565901,76.8023799422709,76.92784881591797,161954400
2020-01-15,76.72365143401301,77.62165000373946,76.15778387045212,76.59817504882812,121923600
2020-01-16,77.15171931940498,77.67084095592561,76.78267827750129,77.55766296386719,108829200
2020-01-17,77.811095523628,78.41878359901887,77.49864337865857,78.41632843017578,137816400
2020-01-21,78.03743111043143,78.48765794597797,77.74465790564027,77.88489532470703,110843200
2020-01-22,78.37940827343512,78.72630781941285,78.06695616846655,78.16291046142578,101832400
2020-01-23,78.217019039601,78.62049999257732,77.65853214542373,78.53931427001953,104472000
2020-01-24,78.7902590540308,79.54801999052337,78.11860168374777,78.3129653930664,146537600
2020-01-27,76.28325679927924,76.70396156067835,75.0088366399024,76.01016998291016,161940000
2020-01-28,76.90816008103,78.33511587418488,76.80728795478674,78.16043853759766,162234000
2020-01-29,79.82357570146287,80.66006717925438,79.06826994455494,79.7965087890625,216229200
2020-01-30,78.86161745386961,79.73501163815838,78.42122634715695,79.6808853149414,126743200
2020-01-31,78.95757815249621,79.38812613778987,75.84779546581883,76.14794921875,199588400
2020-02-03,74.8661289713685,77.12712120148849,74.354395322914,75.93881225585938,173788400
2020-02-04,77.57488473015982,78.64018738223267,77.16156057558072,78.4458236694336,136616400
2020-02-05,79.59476590556952,79.89984492640735,78.47042661751684,79.08549499511719,118826800
2020-02-06,79.36105829542004,80.0130293879774,78.79273561585494,80.01056671142578,105425600
2020-02-07,79.50008130215626,79.75409063284927,78.4223911561483,78.92301177978516,117684000
2020-02-10,77.48032769061179,79.2978515625,77.39894928221953,79.2978515625,109348800
2020-02-11,79.80340388923534,79.87738425559067,78.59747123579558,78.81941986083984,94323200
2020-02-12,79.27813014181054,80.69614503148745,79.27813014181054,80.69121551513672,113730400
2020-02-13,79.94891379695986,80.44953440892111,79.7417612188358,80.11660766601562,94747600
2020-02-14,80.08455111798573,80.39035424751555,79.6184596747029,80.13634490966797,80113600
2020-02-18,77.77133758438511,78.85396482653005,77.58637910551131,78.66900634765625,152531200
2020-02-19,78.91562543024675,80.04264101215779,78.91562543024675,79.80835723876953,93984000
2020-02-20,79.56419434360848,80.06234639401718,78.47416923111668,78.98958587646484,100566000
2020-02-21,78.57528682700567,79.02658969542706,76.57280438665465,77.20166015625,129554000
2020-02-24,73.30767535285959,75.01422128557702,71.32738697145005,73.53455352783203,222195200
2020-02-25,74.21767907599936,74.607321646554,70.56289754126337,71.04378509521484,230673600
2020-02-26,70.66152428404328,73.46056360043042,70.65412624725548,72.17078399658203,198054800
2020-02-27,69.32243516443906,70.5308289809447,67.31501565020365,67.45311737060547,320605600
2020-02-28,63.44322242213424,68.65904966331291,63.22373476312645,67.41365814208984,426510000
2020-03-02,69.61343422000918,74.33850741100855,68.48888734647473,73.6899185180664,341397200
2020-03-03,74.8884442982815,74.96982270228442,70.48149478011157,71.34957122802734,319475600
2020-03-04,73.10544772584134,74.82186011047587,72.28916499915277,74.65909576416016,219178400
2020-03-05,72.87856430226391,73.87240748070774,71.8649955324324,72.23738098144531,187572800
2020-03-06,69.54438384383378,71.71949722986533,69.35449585971205,71.27806091308594,226176800
2020-03-09,65.04372322603473,68.5801279762304,64.85876477136354,65.6405258178711,286744800
2020-03-10,68.3458568094843,70.63933880570377,66.4296822615275,70.3680648803711,285290000
2020-03-11,68.40751212632406,69.35203009398766,67.043744412247,67.92414855957031,255598800
2020-03-12,63.11769082412833,66.58504477593775,61.15959668308356,61.21631622314453,418474000
2020-03-13,65.32487218141797,69.0314397938194,62.380328835213255,68.55054473876953,370732000
2020-03-16,59.667598629389964,63.892047310124994,59.1867073844889,59.731719970703125,322423600
2020-03-17,61.03875202410531,63.52952350929465,58.792123279667514,62.358123779296875,324056000
2020-03-18,59.12998396861194,61.652816151911146,58.47646185960812,60.831600189208984,300233600
2020-03-19,61.00916462682415,62.35319535503195,59.8303630052484,60.365509033203125,271857200
2020-03-20,60.957375921271804,62.10412065998192,56.227373257834586,56.533172607421875,401693200
2020-03-23,56.247109665509115,56.35068596715032,52.432032288269404,55.33218002319336,336752800
2020-03-24,58.2890443383352,61.08315069041837,57.78102568577274,60.88339614868164,287531200
2020-03-25,61.83778012589992,63.68736477572743,60.24713807964618,60.548004150390625,303602000
2020-03-26,60.794612647081124,63.793402895177195,60.75515393991145,63.73421859741211,252087200
2020-03-27,62.33099917950289,63.1004251462268,60.92531567760753,61.09547805786133,204216800
2020-03-30,61.835310066851335,63.014111614915635,61.50484811120571,62.83901596069336,167976400
2020-03-31,63.03384503698781,64.73299285248515,62.14604291866817,62.71078109741211,197002000
2020-04-01,60.78967745089109,61.33715476588958,58.97215361320967,59.4111213684082,176218400
2020-04-02,59.27055525898389,60.45675493625859,58.42221183757616,60.40250015258789,165934000
2020-04-03,59.87721715788485,60.59238833627779,58.93269554144866,59.534427642822266,129880000
2020-04-06,61.874771063446595,64.88589280257783,61.499924612558665,64.72806549072266,201820400
2020-04-07,66.78233210728038,67.00428828170435,63.87232199216045,63.978363037109375,202887200
2020-04-08,64.79465533993027,65.93646694743022,64.42227736708963,65.61587524414062,168895200
2020-04-09,66.26444724916338,66.60230346446022,65.2780022288616,66.08934783935547,161834800
2020-04-13,66.16826776659997,67.4975060945375,65.55666912137382,67.38652801513672,131022800
2020-04-14,69.0511504611817,71.08569328727009,68.57025551007864,70.78975677490234,194994800
2020-04-15,69.64301805596834,70.6121984978758,69.20651883676793,70.14363861083984,131154400
2020-04-16,70.87115880329871,71.07338188182595,69.6307042267414,70.70099639892578,157125200
